public_essay_id,split,language,rater_score,rater_cefr_level,rater_pass_fail,automarker_score,automarker_confidence,automarker_cefr_level,automarker_pass_fail
essay_8d36d8b4ce6b40a1,test,English,9,C1,pass,8.549,0.850701,C1,pass
essay_4421ff26a1cd4122,test,Dutch,7,B2,pass,8.034,0.629712,B2,pass
essay_9d09f1a3b8b04dd9,test,Spanish,7,B2,pass,5.823,0.654414,B1,pass
essay_625cde12053742d5,test,German,7,B2,pass,5.852,0.930181,B1,pass
essay_a2a0abeba9294df8,test,English,1,A2,fail,2.117,0.5,A2,fail
essay_0a720c3cdc9a4027,test,English,5,B1,pass,5.234,0.633952,B1,pass
essay_873e8b21242b45c9,test,Hindi,6,B1,pass,5.083,0.575494,B1,pass
essay_0169192101824754,test,Spanish,7,B2,pass,5.053,0.882585,B1,pass
essay_4780ffac22154f8e,test,Spanish,8,B2,pass,8.06,0.936173,B2,pass
essay_6d1966a37a864b8a,test,Turkish,1,A2,fail,1.0,0.924402,A2,fail
essay_f614a81e680a44d6,test,Hindi,9,C1,pass,10.0,0.691222,C1,pass
essay_fcf4524c38be4217,test,Dutch,3,A2,fail,2.414,0.747452,A2,fail
essay_2d54cf3a92a14bb9,test,French,9,C1,pass,9.771,0.5,C1,pass
essay_7fafc4c7a9234675,test,Hindi,4,B1,fail,3.825,0.915665,B1,fail
essay_55c59eb3724e4860,test,Hindi,6,B1,pass,6.811,0.867475,B2,pass
essay_81b050e4ccc6479f,test,Italian,8,B2,pass,7.426,0.939596,B2,pass
essay_3b21015a4a45438f,test,Hindi,6,B1,pass,6.531,0.965017,B2,pass
essay_c57d37b6c23d4811,test,French,2,A2,fail,1.743,0.962115,A2,fail
essay_1f95bd8853b34c6a,test,Turkish,2,A2,fail,2.751,0.877255,A2,fail
essay_75c03120d6644546,test,Greek,4,B1,fail,4.51,0.612595,B1,fail
essay_505c0e632cc245f1,test,Dutch,2,A2,fail,1.0,0.532916,A2,fail
essay_0062568de9624dff,test,Polish,5,B1,pass,7.558,0.980893,B2,pass
essay_cd5def2aab5d4b26,test,Polish,4,B1,fail,3.355,0.87684,A2,fail
essay_bf01b279e10d456b,test,Polish,1,A2,fail,1.661,0.812191,A2,fail
essay_00186da28b9a4617,test,German,7,B2,pass,7.361,0.689571,B2,pass
essay_5808bfdda1e041e8,test,Spanish,1,A2,fail,3.588,0.777659,B1,fail
essay_53bcca96b5ec40b8,test,English,3,A2,fail,3.677,0.5,B1,fail
essay_91afa0a7ee0f4305,test,Turkish,8,B2,pass,8.416,0.5,B2,pass
essay_afc5d2de4c7148af,test,Polish,7,B2,pass,5.504,0.5,B1,pass
essay_4871277385f24b00,test,French,4,B1,fail,4.562,0.5,B1,fail
essay_bd73b6831a6b416e,test,Italian,7,B2,pass,6.179,0.891604,B1,pass
essay_79d6f472eed54e42,test,German,5,B1,pass,4.021,0.751154,B1,fail
essay_ff15ccc35a724f42,test,Spanish,6,B1,pass,5.343,0.80767,B1,pass
essay_5d1a7b9d55af4912,test,Polish,9,C1,pass,10.0,0.745172,C1,pass
essay_6ab3cebb8fd6482c,test,Spanish,2,A2,fail,1.855,0.768041,A2,fail
essay_2f9a31bf1bf2434a,test,English,7,B2,pass,7.663,0.815367,B2,pass
essay_b480b81e550a4369,test,Greek,3,A2,fail,1.39,0.830658,A2,fail
essay_252075e431f4456b,test,Polish,9,C1,pass,8.745,0.832702,C1,pass
essay_87f4dc7b99e24fda,test,Romanian,1,A2,fail,2.618,0.880201,A2,fail
essay_653b9cec9eb64bf4,test,Polish,4,B1,fail,4.455,0.867412,B1,fail
essay_e40bbad50d9f4ff6,test,Polish,4,B1,fail,2.946,0.68382,A2,fail
essay_3d46704085f241b5,test,German,2,A2,fail,1.102,0.651137,A2,fail
essay_71b4ac98040e4a74,test,Dutch,4,B1,fail,3.319,0.96926,A2,fail
